Actual Label,Predicted Label,Prob (Class 0 - Not Spam),Prob (Class 1 - Spam),,,,,,
0,0,0.9186783,0.08132172,,,,,,
0,0,0.93438345,0.06561654,,,,,,
0,0,0.9350349,0.06496514,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.927106,0.07289401,,,,,,
0,0,0.6880273,0.31197268,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.96940196,0.030598018,,,,,,
0,0,0.96052206,0.03947793,,,,,,
0,0,0.8819725,0.118027486,,,,,,
0,1,0.36366123,0.6363388,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,0,0.8820848,0.11791523,,,,,,
0,0,0.9991661,0.000833951,,,,,,
0,0,0.996661,0.003339009,,,,,,
0,0,0.95962256,0.040377434,,,,,,
1,0,0.7363432,0.2636568,,,,,,
0,0,0.7786815,0.22131851,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9939535,0.006046496,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.99924654,0.00075345,,,,,,
0,0,0.9974528,0.002547194,,,,,,
1,1,0.17321533,0.8267847,,,,,,
0,0,0.96241397,0.037586015,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.34920722,0.6507928,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9934478,0.006552211,,,,,,
0,0,0.87814236,0.12185767,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.8234928,0.17650719,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.87832665,0.121673316,,,,,,
0,0,0.99972224,0.000277774,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.23588008,0.7641199,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.72768027,0.27231973,,,,,,
0,1,0.34904188,0.6509581,,,,,,
1,1,0.2392,0.7608,,,,,,
0,0,0.9933971,0.006602873,,,,,,
0,1,0.37472433,0.6252757,,,,,,
0,0,0.9992028,0.000797214,,,,,,
0,0,0.987373,0.012626988,,,,,,
1,0,0.6756019,0.3243981,,,,,,
0,1,0.18253535,0.81746465,,,,,,
0,0,0.99627054,0.003729466,,,,,,
0,0,0.9964669,0.00353314,,,,,,
1,0,0.96458536,0.03541464,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.36380988,0.6361901,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.88082546,0.11917456,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,1,0.22981727,0.7701827,,,,,,
1,1,0.31071794,0.68928206,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.9987856,0.001214383,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.99902254,0.000977445,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,0,0.99805975,0.001940242,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.6427866,0.35721335,,,,,,
0,0,0.97149587,0.028504109,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.17321533,0.8267847,,,,,,
0,0,0.98545265,0.014547332,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,0,0.9841611,0.015838893,,,,,,
0,0,0.99937123,0.000628765,,,,,,
0,0,0.99882823,0.001171767,,,,,,
1,1,0.3247462,0.6752538,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.999041,0.000958963,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.99561363,0.004386392,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.57428795,0.42571205,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,0,0.9607134,0.039286595,,,,,,
1,1,0.28700215,0.71299785,,,,,,
0,0,0.99473375,0.005266232,,,,,,
0,0,0.65575206,0.34424794,,,,,,
0,0,0.8584847,0.14151531,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.9336634,0.06633657,,,,,,
0,0,0.9828789,0.01712106,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.99942315,0.00057686,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,1,0.30970663,0.6902934,,,,,,
0,1,0.36366123,0.6363388,,,,,,
0,1,0.2578203,0.7421797,,,,,,
0,0,0.9738538,0.026146146,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.32071924,0.67928076,,,,,,
1,1,0.37370676,0.62629324,,,,,,
0,0,0.9732667,0.02673326,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9982955,0.001704518,,,,,,
0,0,0.9994806,0.000519378,,,,,,
0,0,0.87840307,0.121596955,,,,,,
0,1,0.38051003,0.61948997,,,,,,
0,0,0.7286817,0.2713183,,,,,,
0,0,0.96494603,0.035053957,,,,,,
0,1,0.28800178,0.7119982,,,,,,
0,0,0.95580125,0.04419875,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.9995082,0.000491794,,,,,,
0,1,0.33640552,0.6635945,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.9992387,0.000761253,,,,,,
0,0,0.98651963,0.013480376,,,,,,
0,1,0.2984985,0.7015015,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.94635004,0.053649988,,,,,,
0,0,0.9928614,0.007138583,,,,,,
0,0,0.9377821,0.062217902,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.9873389,0.012661105,,,,,,
0,0,0.5081999,0.49180013,,,,,,
0,0,0.617647,0.382353,,,,,,
0,0,0.99990994,9.00E-05,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.990197,0.009802969,,,,,,
0,0,0.9047846,0.09521536,,,,,,
0,0,0.9810221,0.018977895,,,,,,
0,0,0.9998483,0.000151721,,,,,,
0,1,0.31705308,0.6829469,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,0,0.9611361,0.0388639,,,,,,
0,0,0.9990151,0.00098492,,,,,,
0,0,0.9964669,0.00353314,,,,,,
0,0,0.9961739,0.00382609,,,,,,
0,0,0.93521214,0.064787835,,,,,,
1,1,0.2179923,0.7820077,,,,,,
0,0,0.7958843,0.20411569,,,,,,
0,0,0.9676525,0.032347497,,,,,,
0,0,0.57795644,0.42204356,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,0,0.993056,0.006944025,,,,,,
0,0,0.8427693,0.15723068,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.99850106,0.001498961,,,,,,
1,1,0.2179923,0.7820077,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9955575,0.004442541,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.5835756,0.4164244,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.2687443,0.7312557,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.99553883,0.00446117,,,,,,
0,0,0.9803113,0.019688744,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9910715,0.008928473,,,,,,
0,1,0.37370676,0.62629324,,,,,,
1,0,0.5513414,0.44865862,,,,,,
0,0,0.95515925,0.044840764,,,,,,
0,0,0.9990866,0.000913388,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9939753,0.006024689,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9993256,0.000674404,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.99959517,0.000404844,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9521599,0.04784012,,,,,,
0,0,0.7306674,0.2693326,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.6052071,0.39479288,,,,,,
1,1,0.2581826,0.7418174,,,,,,
0,0,0.5294859,0.47051412,,,,,,
1,1,0.27715003,0.72284997,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9993866,0.000613388,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,0,0.94644487,0.05355514,,,,,,
0,1,0.21090424,0.78909576,,,,,,
0,0,0.97291356,0.027086431,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9963789,0.003621104,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,1,0.2687443,0.7312557,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.29683828,0.7031617,,,,,,
1,1,0.3655371,0.6344629,,,,,,
1,1,0.3247462,0.6752538,,,,,,
1,1,0.23873025,0.76126975,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,1,0.36466736,0.63533264,,,,,,
0,0,0.512982,0.48701802,,,,,,
0,1,0.2558427,0.7441573,,,,,,
0,0,0.99526286,0.004737118,,,,,,
0,0,0.7594045,0.24059552,,,,,,
0,1,0.37370676,0.62629324,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.35816705,0.64183295,,,,,,
0,1,0.24478465,0.75521535,,,,,,
0,0,0.8989576,0.1010424,,,,,,
0,0,0.9994375,0.000562514,,,,,,
0,0,0.79739654,0.20260347,,,,,,
0,0,0.9723406,0.027659414,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.7981493,0.2018507,,,,,,
0,0,0.9631018,0.036898203,,,,,,
0,0,0.9975553,0.002444688,,,,,,
0,0,0.99753755,0.002462452,,,,,,
0,0,0.9762494,0.023750614,,,,,,
1,1,0.28700215,0.71299785,,,,,,
0,0,0.99881077,0.001189215,,,,,,
0,0,0.99919987,0.000800162,,,,,,
0,0,0.9651528,0.034847207,,,,,,
0,0,0.85196143,0.14803858,,,,,,
0,0,0.99971443,0.000285557,,,,,,
0,0,0.8026695,0.19733045,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.2179923,0.7820077,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.36380988,0.6361901,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9987055,0.001294465,,,,,,
0,0,0.7741176,0.22588241,,,,,,
0,0,0.99447393,0.005526062,,,,,,
0,0,0.99422765,0.005772329,,,,,,
0,1,0.32056075,0.67943925,,,,,,
0,0,0.7794565,0.22054349,,,,,,
0,0,0.9843701,0.015629873,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.36380988,0.6361901,,,,,,
0,0,0.96274805,0.037251953,,,,,,
0,1,0.37387705,0.62612295,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.55562305,0.44437692,,,,,,
0,1,0.33640552,0.6635945,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9693334,0.030666588,,,,,,
0,0,0.9937043,0.006295695,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.910083,0.08991699,,,,,,
0,0,0.99196815,0.008031824,,,,,,
0,0,0.99217564,0.007824346,,,,,,
1,1,0.23043817,0.7695618,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,0,0.995164,0.004836051,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9696858,0.030314181,,,,,,
0,0,0.9228056,0.07719438,,,,,,
0,1,0.16324896,0.83675104,,,,,,
0,1,0.32056075,0.67943925,,,,,,
0,0,0.9046574,0.0953426,,,,,,
0,0,0.9192252,0.08077476,,,,,,
0,0,0.873924,0.126076,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9971858,0.002814154,,,,,,
0,0,0.9990019,0.00099806,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,1,0.3963843,0.6036157,,,,,,
0,0,0.9896009,0.010399128,,,,,,
0,0,0.9507945,0.04920549,,,,,,
0,0,0.5238572,0.47614282,,,,,,
0,0,0.9521257,0.04787429,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.99880826,0.001191735,,,,,,
0,1,0.16853344,0.83146656,,,,,,
0,0,0.59178364,0.40821633,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.29038113,0.70961887,,,,,,
0,0,0.94278365,0.057216324,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.5125556,0.4874444,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.97952574,0.020474244,,,,,,
0,1,0.14545417,0.85454583,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.99911904,0.000880958,,,,,,
0,0,0.9884751,0.011524891,,,,,,
1,1,0.19165093,0.8083491,,,,,,
0,0,0.95686346,0.043136556,,,,,,
0,0,0.98957455,0.010425434,,,,,,
0,0,0.98241645,0.017583555,,,,,,
0,1,0.12774938,0.8722506,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9741153,0.025884705,,,,,,
0,0,0.82748276,0.17251725,,,,,,
0,0,0.94913286,0.050867133,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.89444584,0.10555417,,,,,,
0,0,0.5494522,0.45054784,,,,,,
0,0,0.9995313,0.00046869,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,0,0.76934063,0.23065937,,,,,,
0,0,0.9956644,0.004335586,,,,,,
0,0,0.94948804,0.050511975,,,,,,
0,0,0.9961324,0.003867616,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9860117,0.0139883,,,,,,
1,0,0.7539801,0.24601991,,,,,,
0,0,0.98630357,0.013696452,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.98431075,0.015689254,,,,,,
1,1,0.04663253,0.9533675,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,0,0.8348676,0.16513239,,,,,,
0,0,0.99990976,9.02E-05,,,,,,
0,0,0.9762769,0.023723148,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9519715,0.04802851,,,,,,
0,0,0.99260587,0.007394109,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.77844703,0.22155297,,,,,,
0,0,0.9651897,0.034810286,,,,,,
0,0,0.99987453,0.000125486,,,,,,
0,0,0.7503788,0.24962123,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.37472433,0.6252757,,,,,,
0,0,0.9938573,0.006142705,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.16995841,0.8300416,,,,,,
0,0,0.9995073,0.000492703,,,,,,
0,0,0.99858993,0.001410091,,,,,,
0,1,0.37472433,0.6252757,,,,,,
0,0,0.9981173,0.001882666,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,0,0.9537349,0.04626515,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,0,0.95952,0.04047999,,,,,,
0,0,0.9893872,0.010612813,,,,,,
0,1,0.21130866,0.78869134,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.8727469,0.12725312,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.98653144,0.013468554,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.8109095,0.18909048,,,,,,
0,0,0.936027,0.06397303,,,,,,
0,0,0.6648132,0.33518678,,,,,,
0,0,0.9987778,0.001222212,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.9426889,0.05731109,,,,,,
1,1,0.2179923,0.7820077,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9946864,0.005313573,,,,,,
0,0,0.9946489,0.005351148,,,,,,
1,1,0.16853344,0.83146656,,,,,,
0,0,0.9951464,0.004853607,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,1,0.33430046,0.66569954,,,,,,
0,0,0.9929899,0.00701012,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.8681547,0.13184531,,,,,,
0,0,0.822522,0.17747802,,,,,,
0,0,0.95200276,0.04799722,,,,,,
0,0,0.9379401,0.0620599,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9901333,0.009866691,,,,,,
0,0,0.98828375,0.011716226,,,,,,
1,1,0.2687443,0.7312557,,,,,,
0,0,0.90227956,0.09772047,,,,,,
0,1,0.33640552,0.6635945,,,,,,
1,1,0.16853344,0.83146656,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.9986547,0.001345299,,,,,,
0,0,0.8462216,0.15377837,,,,,,
0,0,0.99499804,0.005001943,,,,,,
0,0,0.98774046,0.012259536,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.73285615,0.26714388,,,,,,
0,1,0.28800178,0.7119982,,,,,,
0,0,0.98988557,0.010114416,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,1,0.28186452,0.7181355,,,,,,
0,0,0.9804592,0.019540792,,,,,,
0,0,0.9994169,0.00058314,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.3381827,0.6618173,,,,,,
0,0,0.99318814,0.006811882,,,,,,
0,0,0.99970824,0.000291752,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9984238,0.001576162,,,,,,
0,0,0.96047515,0.03952484,,,,,,
1,1,0.37370676,0.62629324,,,,,,
0,0,0.9998828,0.000117188,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.81013685,0.18986313,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.9806405,0.019359527,,,,,,
0,1,0.48090273,0.51909727,,,,,,
0,0,0.51497364,0.4850264,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.6795802,0.32041976,,,,,,
0,0,0.9959965,0.004003505,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9240542,0.07594577,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.89473695,0.10526308,,,,,,
0,0,0.9296541,0.07034587,,,,,,
0,0,0.8881017,0.11189831,,,,,,
0,0,0.9971891,0.002810883,,,,,,
0,0,0.9898902,0.010109785,,,,,,
0,0,0.9848903,0.015109746,,,,,,
1,1,0.3247462,0.6752538,,,,,,
0,0,0.99062645,0.009373554,,,,,,
